time,event_type,entity_id,details
1788859967.826,RadioObservation,2->3,"condition=NORMAL, rssi=-39.298, snr=80.702, pdr=1.00"
1788859967.826,RadioObservation,3->1,"condition=NORMAL, rssi=-46.370, snr=73.630, pdr=1.00"
1788859967.826,RadioObservation,3->2,"condition=NORMAL, rssi=-39.298, snr=80.702, pdr=1.00"
1788859968.887,UAVStateChanged,uav_1,"role=Scout, x=0.0, y=0.0, z=0.0"
1788859968.887,UAVStateChanged,uav_2,"role=Relay, x=0.0, y=0.0, z=0.0"
1788859968.887,UAVStateChanged,uav_3,"role=Designator, x=0.0, y=0.0, z=0.0"
1788859968.887,RadioObservation,1->2,"condition=DEGRADED, rssi=-39.334, snr=80.666, pdr=0.80"
1788859968.887,RadioObservation,1->3,"condition=NORMAL, rssi=-46.373, snr=73.627, pdr=1.00"
1788859968.887,RadioObservation,3->2,"condition=NORMAL, rssi=-39.299, snr=80.701, pdr=1.00"
1788859968.887,RadioObservation,1->3,"condition=NORMAL, rssi=-46.373, snr=73.627, pdr=1.00"
1788859968.887,RadioObservation,2->1,"condition=NORMAL, rssi=-39.334, snr=80.666, pdr=1.00"
1788859968.887,RadioObservation,2->3,"condition=DEGRADED, rssi=-39.299, snr=80.701, pdr=0.80"
1788859968.887,RadioObservation,2->1,"condition=NORMAL, rssi=-39.334, snr=80.666, pdr=1.00"
1788859968.887,RadioObservation,1->3,"condition=NORMAL, rssi=-46.373, snr=73.627, pdr=1.00"
1788859968.887,RadioObservation,3->1,"condition=NORMAL, rssi=-46.373, snr=73.627, pdr=1.00"
1788859968.887,RadioObservation,3->2,"condition=NORMAL, rssi=-39.299, snr=80.701, pdr=1.00"
1788859969.930,UAVStateChanged,uav_1,"role=Scout, x=0.0, y=0.0, z=0.0"
1788859969.930,UAVStateChanged,uav_2,"role=Relay, x=0.0, y=0.0, z=0.0"
1788859969.930,UAVStateChanged,uav_3,"role=Designator, x=0.0, y=0.0, z=0.0"
1788859969.930,RadioObservation,1->2,"condition=DEGRADED, rssi=-39.359, snr=80.641, pdr=0.80"
1788859969.930,RadioObservation,1->3,"condition=NORMAL, rssi=-46.378, snr=73.622, pdr=0.86"
1788859969.930,RadioObservation,1->2,"condition=DEGRADED, rssi=-39.359, snr=80.641, pdr=0.80"
1788859969.930,RadioObservation,2->3,"condition=DEGRADED, rssi=-39.301, snr=80.699, pdr=0.80"
1788859969.930,RadioObservation,2->1,"condition=NORMAL, rssi=-39.359, snr=80.641, pdr=1.00"
1788859969.930,RadioObservation,2->3,"condition=DEGRADED, rssi=-39.301, snr=80.699, pdr=0.80"
1788859969.930,RadioObservation,3->1,"condition=DEGRADED, rssi=-46.378, snr=73.622, pdr=0.75"
1788859969.930,RadioObservation,3->2,"condition=NORMAL, rssi=-39.301, snr=80.699, pdr=1.00"
1788859969.930,RadioObservation,2->1,"condition=NORMAL, rssi=-39.359, snr=80.641, pdr=1.00"
1788859969.930,RadioObservation,3->2,"condition=NORMAL, rssi=-39.301, snr=80.699, pdr=1.00"
1788859970.954,UAVStateChanged,uav_1,"role=Scout, x=0.0, y=0.0, z=0.0"
1788859970.954,UAVStateChanged,uav_2,"role=Relay, x=0.0, y=0.0, z=0.0"
1788859970.954,UAVStateChanged,uav_3,"role=Designator, x=0.0, y=0.0, z=0.0"
1788859970.954,RadioObservation,1->2,"condition=DEGRADED, rssi=-39.397, snr=80.603, pdr=0.80"
1788859970.954,RadioObservation,1->3,"condition=DEGRADED, rssi=-46.374, snr=73.626, pdr=0.67"
1788859970.954,RadioObservation,1->2,"condition=DEGRADED, rssi=-39.397, snr=80.603, pdr=0.83"
1788859970.954,RadioObservation,2->3,"condition=DEGRADED, rssi=-39.300, snr=80.700, pdr=0.80"
1788859970.954,RadioObservation,2->1,"condition=NORMAL, rssi=-39.397, snr=80.603, pdr=1.00"
1788859970.954,RadioObservation,2->3,"condition=DEGRADED, rssi=-39.300, snr=80.700, pdr=0.83"
1788859970.954,RadioObservation,3->1,"condition=DEGRADED, rssi=-46.374, snr=73.626, pdr=0.75"
1788859970.954,RadioObservation,3->2,"condition=NORMAL, rssi=-39.300, snr=80.700, pdr=1.00"
1788859971.978,UAVStateChanged,uav_1,"role=Scout, x=0.0, y=0.0, z=0.0"
1788859971.978,UAVStateChanged,uav_2,"role=Relay, x=0.0, y=0.0, z=0.0"
1788859971.978,UAVStateChanged,uav_3,"role=Designator, x=0.0, y=0.0, z=0.0"
1788859971.978,RadioObservation,1->2,"condition=DEGRADED, rssi=-39.442, snr=80.558, pdr=0.83"
1788859971.978,RadioObservation,1->3,"condition=DEGRADED, rssi=-46.379, snr=73.621, pdr=0.67"
1788859971.978,RadioObservation,2->1,"condition=NORMAL, rssi=-39.442, snr=80.558, pdr=1.00"
1788859971.978,RadioObservation,2->3,"condition=DEGRADED, rssi=-39.291, snr=80.709, pdr=0.83"
1788859971.978,RadioObservation,3->1,"condition=DEGRADED, rssi=-46.379, snr=73.621, pdr=0.75"
1788859971.978,RadioObservation,3->2,"condition=NORMAL, rssi=-39.291, snr=80.709, pdr=1.00"
1788859973.029,UAVStateChanged,uav_1,"role=Scout, x=0.0, y=0.0, z=0.0"
1788859973.029,UAVStateChanged,uav_2,"role=Relay, x=0.0, y=0.0, z=0.0"
1788859973.029,UAVStateChanged,uav_3,"role=Designator, x=0.0, y=0.0, z=0.0"
1788859973.029,RadioObservation,1->2,"condition=NORMAL, rssi=-39.492, snr=80.508, pdr=1.00"
1788859973.029,RadioObservation,1->3,"condition=DEGRADED, rssi=-46.400, snr=73.600, pdr=0.60"
1788859973.029,RadioObservation,2->1,"condition=NORMAL, rssi=-39.492, snr=80.508, pdr=1.00"
1788859973.029,RadioObservation,2->3,"condition=NORMAL, rssi=-39.290, snr=80.710, pdr=1.00"
1788859973.029,RadioObservation,3->1,"condition=DEGRADED, rssi=-46.400, snr=73.600, pdr=0.75"
1788859973.029,RadioObservation,3->2,"condition=NORMAL, rssi=-39.290, snr=80.710, pdr=1.00"
1788859974.168,UAVStateChanged,uav_1,"role=Scout, x=0.0, y=0.0, z=0.0"
1788859974.168,UAVStateChanged,uav_2,"role=Relay, x=0.0, y=0.0, z=0.0"
1788859974.168,UAVStateChanged,uav_3,"role=Designator, x=0.0, y=0.0, z=0.0"
1788859974.168,RadioObservation,1->2,"condition=NORMAL, rssi=-39.546, snr=80.454, pdr=1.00"
1788859974.168,RadioObservation,1->3,"condition=DEGRADED, rssi=-46.439, snr=73.561, pdr=0.50"
1788859974.168,RadioObservation,1->2,"condition=NORMAL, rssi=-39.546, snr=80.454, pdr=1.00"
1788859974.168,RadioObservation,2->3,"condition=NORMAL, rssi=-39.290, snr=80.710, pdr=1.00"
1788859974.168,RadioObservation,2->1,"condition=NORMAL, rssi=-39.546, snr=80.454, pdr=1.00"
1788859974.168,RadioObservation,2->3,"condition=NORMAL, rssi=-39.290, snr=80.710, pdr=1.00"
1788859974.168,RadioObservation,3->1,"condition=NORMAL, rssi=-46.439, snr=73.561, pdr=1.00"
1788859974.168,RadioObservation,3->2,"condition=DEGRADED, rssi=-39.290, snr=80.710, pdr=0.80"
1788859974.168,RadioObservation,3->1,"condition=NORMAL, rssi=-46.439, snr=73.561, pdr=1.00"
1788859974.168,RadioObservation,1->2,"condition=NORMAL, rssi=-39.546, snr=80.454, pdr=1.00"
1788859975.195,UAVStateChanged,uav_1,"role=Scout, x=0.0, y=0.0, z=0.0"
1788859975.195,UAVStateChanged,uav_2,"role=Relay, x=0.0, y=0.0, z=0.0"
1788859975.195,UAVStateChanged,uav_3,"role=Designator, x=0.0, y=0.0, z=0.0"
1788859975.195,RadioObservation,1->2,"condition=NORMAL, rssi=-39.598, snr=80.402, pdr=1.00"
1788859975.195,RadioObservation,1->3,"condition=DEGRADED, rssi=-46.492, snr=73.508, pdr=0.75"
1788859975.195,RadioObservation,2->1,"condition=NORMAL, rssi=-39.598, snr=80.402, pdr=1.00"
1788859975.195,RadioObservation,2->3,"condition=NORMAL, rssi=-39.309, snr=80.691, pdr=1.00"
1788859975.195,RadioObservation,3->1,"condition=NORMAL, rssi=-46.492, snr=73.508, pdr=1.00"
1788859975.195,RadioObservation,3->2,"condition=DEGRADED, rssi=-39.309, snr=80.691, pdr=0.80"
1788859976.216,UAVStateChanged,uav_1,"role=Scout, x=0.0, y=0.0, z=0.0"
1788859976.216,UAVStateChanged,uav_2,"role=Relay, x=0.0, y=0.0, z=0.0"
1788859976.216,UAVStateChanged,uav_3,"role=Designator, x=0.0, y=0.0, z=0.0"
1788859976.216,RadioObservation,1->2,"condition=NORMAL, rssi=-39.627, snr=80.373, pdr=1.00"
1788859976.216,RadioObservation,1->3,"condition=DEGRADED, rssi=-46.561, snr=73.439, pdr=0.80"
1788859976.216,RadioObservation,2->1,"condition=NORMAL, rssi=-39.627, snr=80.373, pdr=1.00"
1788859976.216,RadioObservation,2->3,"condition=NORMAL, rssi=-39.378, snr=80.622, pdr=1.00"
1788859976.216,RadioObservation,3->1,"condition=NORMAL, rssi=-46.561, snr=73.439, pdr=1.00"
1788859976.216,RadioObservation,3->2,"condition=DEGRADED, rssi=-39.378, snr=80.622, pdr=0.80"
1788859977.228,UAVStateChanged,uav_1,"role=Scout, x=0.0, y=0.0, z=0.0"
1788859977.228,UAVStateChanged,uav_2,"role=Relay, x=0.0, y=0.0, z=0.0"
1788859977.228,UAVStateChanged,uav_3,"role=Designator, x=0.0, y=0.0, z=0.0"
1788859977.228,RadioObservation,1->2,"condition=NORMAL, rssi=-39.669, snr=80.331, pdr=0.86"
1788859977.228,RadioObservation,1->3,"condition=DEGRADED, rssi=-46.621, snr=73.379, pdr=0.80"
1788859977.228,RadioObservation,3->2,"condition=DEGRADED, rssi=-39.444, snr=80.556, pdr=0.80"
1788859977.228,RadioObservation,1->3,"condition=DEGRADED, rssi=-46.621, snr=73.379, pdr=0.80"
1788859977.228,RadioObservation,2->1,"condition=NORMAL, rssi=-39.669, snr=80.331, pdr=1.00"
1788859977.228,RadioObservation,2->3,"condition=NORMAL, rssi=-39.444, snr=80.556, pdr=1.00"
1788859977.228,RadioObservation,3->1,"condition=NORMAL, rssi=-46.621, snr=73.379, pdr=1.00"
1788859977.228,RadioObservation,3->2,"condition=DEGRADED, rssi=-39.444, snr=80.556, pdr=0.80"
1788859978.263,UAVStateChanged,uav_1,"role=Scout, x=0.0, y=0.0, z=7.9"
1788859978.263,UAVStateChanged,uav_2,"role=Relay, x=0.1, y=0.0, z=12.2"
1788859978.263,UAVStateChanged,uav_3,"role=Designator, x=0.0, y=-0.0, z=15.0"
1788859978.263,RadioObservation,1->2,"condition=DEGRADED, rssi=-39.694, snr=80.306, pdr=0.83"
1788859978.263,RadioObservation,1->3,"condition=NORMAL, rssi=-46.672, snr=73.328, pdr=1.00"
1788859978.263,RadioObservation,2->1,"condition=NORMAL, rssi=-39.694, snr=80.306, pdr=1.00"
1788859978.263,RadioObservation,2->3,"condition=DEGRADED, rssi=-39.516, snr=80.484, pdr=0.80"
1788859978.263,RadioObservation,2->1,"condition=NORMAL, rssi=-39.694, snr=80.306, pdr=1.00"
1788859978.263,RadioObservation,1->3,"condition=NORMAL, rssi=-46.672, snr=73.328, pdr=1.00"
1788859978.263,RadioObservation,3->1,"condition=NORMAL, rssi=-46.672, snr=73.328, pdr=1.00"
1788859978.263,RadioObservation,3->2,"condition=NORMAL, rssi=-39.516, snr=80.484, pdr=1.00"
1788859979.304,UAVStateChanged,uav_1,"role=Scout, x=0.0, y=0.0, z=8.0"
1788859979.304,UAVStateChanged,uav_2,"role=Relay, x=0.0, y=-0.0, z=12.3"
1788859979.304,UAVStateChanged,uav_3,"role=Designator, x=0.0, y=-0.0, z=15.5"
1788859979.304,RadioObservation,1->2,"condition=DEGRADED, rssi=-39.761, snr=80.239, pdr=0.67"
1788859979.304,RadioObservation,1->3,"condition=NORMAL, rssi=-46.761, snr=73.239, pdr=1.00"
1788859979.304,RadioObservation,3->2,"condition=DEGRADED, rssi=-39.621, snr=80.379, pdr=0.83"
1788859979.304,RadioObservation,1->3,"condition=NORMAL, rssi=-46.761, snr=73.239, pdr=1.00"
1788859979.304,RadioObservation,2->1,"condition=NORMAL, rssi=-39.761, snr=80.239, pdr=1.00"
1788859979.304,RadioObservation,2->3,"condition=DEGRADED, rssi=-39.621, snr=80.379, pdr=0.75"
1788859979.304,RadioObservation,3->1,"condition=NORMAL, rssi=-46.761, snr=73.239, pdr=1.00"
1788859979.304,RadioObservation,3->2,"condition=DEGRADED, rssi=-39.621, snr=80.379, pdr=0.83"
1788859980.386,UAVStateChanged,uav_1,"role=Scout, x=0.2, y=-0.2, z=8.0"
1788859980.386,UAVStateChanged,uav_2,"role=Relay, x=-0.1, y=-0.0, z=12.5"
1788859980.386,UAVStateChanged,uav_3,"role=Designator, x=0.1, y=0.1, z=15.9"
1788859980.386,RadioObservation,1->2,"condition=DEGRADED, rssi=-40.085, snr=79.915, pdr=0.50"
1788859980.386,RadioObservation,1->3,"condition=NORMAL, rssi=-47.026, snr=72.974, pdr=1.00"
1788859980.386,RadioObservation,2->1,"condition=NORMAL, rssi=-40.085, snr=79.915, pdr=1.00"
1788859980.386,RadioObservation,2->3,"condition=DEGRADED, rssi=-39.855, snr=80.145, pdr=0.75"
1788859980.386,RadioObservation,3->1,"condition=NORMAL, rssi=-47.026, snr=72.974, pdr=1.00"
1788859980.386,RadioObservation,3->2,"condition=DEGRADED, rssi=-39.855, snr=80.145, pdr=0.83"
1788859980.386,TaskCreated,T002,DETECTION created for target_1
1788859981.889,UAVStateChanged,uav_1,"role=Scout, x=0.9, y=-1.6, z=8.0"
1788859981.889,UAVStateChanged,uav_2,"role=Relay, x=-1.6, y=0.0, z=12.7"
1788859981.889,UAVStateChanged,uav_3,"role=Designator, x=1.0, y=1.2, z=16.2"
1788859981.889,RadioObservation,1->2,"condition=DEGRADED, rssi=-40.318, snr=79.682, pdr=0.75"
1788859981.889,RadioObservation,1->3,"condition=NORMAL, rssi=-47.186, snr=72.814, pdr=1.00"
1788859981.889,RadioObservation,2->1,"condition=NORMAL, rssi=-40.318, snr=79.682, pdr=1.00"
1788859981.889,RadioObservation,2->3,"condition=DEGRADED, rssi=-39.972, snr=80.028, pdr=0.80"
1788859981.889,RadioObservation,3->1,"condition=NORMAL, rssi=-47.186, snr=72.814, pdr=1.00"
1788859981.889,RadioObservation,3->2,"condition=DEGRADED, rssi=-39.972, snr=80.028, pdr=0.67"
1788859981.889,RadioObservation,3->1,"condition=NORMAL, rssi=-47.186, snr=72.814, pdr=1.00"
1788859981.889,RadioObservation,1->2,"condition=DEGRADED, rssi=-40.318, snr=79.682, pdr=0.80"
1788859981.889,RadioObservation,1->2,"condition=DEGRADED, rssi=-41.525, snr=78.475, pdr=0.80"
1788859981.889,RadioObservation,1->3,"condition=NORMAL, rssi=-48.134, snr=71.866, pdr=1.00"
1788859981.889,RadioObservation,2->1,"condition=NORMAL, rssi=-41.525, snr=78.475, pdr=1.00"
1788859981.889,RadioObservation,2->3,"condition=NORMAL, rssi=-41.067, snr=78.933, pdr=1.00"
1788859981.889,RadioObservation,3->1,"condition=NORMAL, rssi=-48.134, snr=71.866, pdr=1.00"
1788859981.889,RadioObservation,3->2,"condition=DEGRADED, rssi=-41.067, snr=78.933, pdr=0.67"
1788859983.038,UAVStateChanged,uav_1,"role=Scout, x=1.5, y=-3.2, z=8.0"
1788859983.038,UAVStateChanged,uav_2,"role=Relay, x=-3.0, y=0.0, z=12.7"
1788859983.038,UAVStateChanged,uav_3,"role=Designator, x=1.8, y=2.5, z=16.4"
1788859983.038,RadioObservation,1->2,"condition=DEGRADED, rssi=-42.504, snr=77.496, pdr=0.83"
1788859983.038,RadioObservation,1->3,"condition=NORMAL, rssi=-48.925, snr=71.075, pdr=1.00"
1788859983.038,RadioObservation,2->1,"condition=NORMAL, rssi=-42.504, snr=77.496, pdr=1.00"
1788859983.038,RadioObservation,2->3,"condition=NORMAL, rssi=-42.181, snr=77.819, pdr=1.00"
1788859983.038,RadioObservation,3->1,"condition=NORMAL, rssi=-48.925, snr=71.075, pdr=1.00"
1788859983.038,RadioObservation,3->2,"condition=DEGRADED, rssi=-42.181, snr=77.819, pdr=0.80"
1788859984.478,UAVStateChanged,uav_1,"role=Scout, x=2.0, y=-4.1, z=8.0"
1788859984.478,UAVStateChanged,uav_2,"role=Relay, x=-3.9, y=-0.0, z=12.7"
1788859984.478,UAVStateChanged,uav_3,"role=Designator, x=2.6, y=3.7, z=16.5"
1788859984.478,RadioObservation,1->2,"condition=DEGRADED, rssi=-43.642, snr=76.358, pdr=0.83"
1788859984.478,RadioObservation,1->3,"condition=NORMAL, rssi=-49.754, snr=70.246, pdr=1.00"
1788859984.478,RadioObservation,3->2,"condition=DEGRADED, rssi=-43.345, snr=76.655, pdr=0.83"
1788859984.478,RadioObservation,1->3,"condition=NORMAL, rssi=-49.754, snr=70.246, pdr=1.00"
1788859984.478,RadioObservation,2->1,"condition=NORMAL, rssi=-43.642, snr=76.358, pdr=1.00"
1788859984.478,RadioObservation,2->3,"condition=NORMAL, rssi=-43.345, snr=76.655, pdr=1.00"
1788859984.478,RadioObservation,3->1,"condition=NORMAL, rssi=-49.754, snr=70.246, pdr=1.00"
1788859984.478,RadioObservation,3->2,"condition=DEGRADED, rssi=-43.345, snr=76.655, pdr=0.83"
1788859985.495,UAVStateChanged,uav_1,"role=Scout, x=3.3, y=-6.7, z=8.1"
1788859985.495,UAVStateChanged,uav_2,"role=Relay, x=-6.6, y=-0.1, z=12.7"
1788859985.495,UAVStateChanged,uav_3,"role=Designator, x=3.6, y=5.8, z=16.6"
1788859985.495,RadioObservation,1->2,"condition=DEGRADED, rssi=-45.271, snr=74.729, pdr=0.83"
1788859985.495,RadioObservation,1->3,"condition=NORMAL, rssi=-50.984, snr=69.016, pdr=1.00"
1788859985.495,RadioObservation,2->1,"condition=NORMAL, rssi=-45.271, snr=74.729, pdr=1.00"
1788859985.495,RadioObservation,2->3,"condition=NORMAL, rssi=-45.147, snr=74.853, pdr=1.00"
1788859985.495,RadioObservation,3->1,"condition=NORMAL, rssi=-50.984, snr=69.016, pdr=1.00"
1788859985.495,RadioObservation,3->2,"condition=DEGRADED, rssi=-45.147, snr=74.853, pdr=0.83"
1788859986.511,UAVStateChanged,uav_1,"role=Scout, x=4.5, y=-9.2, z=8.1"
1788859986.511,UAVStateChanged,uav_2,"role=Relay, x=-9.2, y=-0.1, z=12.8"
1788859986.511,UAVStateChanged,uav_3,"role=Designator, x=5.0, y=9.0, z=16.7"
1788859986.511,RadioObservation,1->2,"condition=DEGRADED, rssi=-47.187, snr=72.813, pdr=0.83"
1788859986.511,RadioObservation,1->3,"condition=NORMAL, rssi=-52.334, snr=67.666, pdr=1.00"
1788859986.511,RadioObservation,2->1,"condition=NORMAL, rssi=-47.187, snr=72.813, pdr=1.00"
1788859986.511,RadioObservation,2->3,"condition=NORMAL, rssi=-47.029, snr=72.971, pdr=1.00"
1788859986.511,RadioObservation,3->1,"condition=NORMAL, rssi=-52.334, snr=67.666, pdr=1.00"
1788859986.511,RadioObservation,3->2,"condition=NORMAL, rssi=-47.029, snr=72.971, pdr=1.00"
1788859986.511,TaskCreated,T003,TRACKING created for target_1
1788859987.524,UAVStateChanged,uav_1,"role=Scout, x=6.3, y=-13.0, z=8.1"
1788859987.524,UAVStateChanged,uav_2,"role=Relay, x=-13.1, y=-0.2, z=12.9"
1788859987.524,UAVStateChanged,uav_3,"role=Designator, x=6.4, y=12.0, z=16.8"
1788859987.524,RadioObservation,1->2,"condition=DEGRADED, rssi=-48.968, snr=71.032, pdr=0.80"
1788859987.524,RadioObservation,1->3,"condition=NORMAL, rssi=-53.678, snr=66.322, pdr=1.00"
1788859987.524,RadioObservation,2->1,"condition=NORMAL, rssi=-48.968, snr=71.032, pdr=1.00"
1788859987.524,RadioObservation,2->3,"condition=DEGRADED, rssi=-48.886, snr=71.114, pdr=0.80"
1788859987.524,RadioObservation,2->1,"condition=DEGRADED, rssi=-48.968, snr=71.032, pdr=0.83"
1788859987.524,RadioObservation,3->1,"condition=NORMAL, rssi=-53.678, snr=66.322, pdr=1.00"
1788859987.524,RadioObservation,3->2,"condition=NORMAL, rssi=-48.886, snr=71.114, pdr=1.00"
1788859988.551,UAVStateChanged,uav_1,"role=Scout, x=7.9, y=-16.5, z=8.1"
1788859988.551,UAVStateChanged,uav_2,"role=Relay, x=-16.7, y=-0.1, z=12.9"
1788859988.551,UAVStateChanged,uav_3,"role=Designator, x=8.0, y=15.4, z=17.0"
1788859988.551,RadioObservation,1->2,"condition=DEGRADED, rssi=-50.719, snr=69.281, pdr=0.80"
1788859988.551,RadioObservation,1->3,"condition=NORMAL, rssi=-54.947, snr=65.053, pdr=1.00"
1788859988.551,RadioObservation,2->1,"condition=DEGRADED, rssi=-50.719, snr=69.281, pdr=0.83"
1788859988.551,RadioObservation,2->3,"condition=DEGRADED, rssi=-50.574, snr=69.426, pdr=0.80"
1788859988.551,RadioObservation,3->1,"condition=NORMAL, rssi=-54.947, snr=65.053, pdr=1.00"
1788859988.551,RadioObservation,3->2,"condition=NORMAL, rssi=-50.574, snr=69.426, pdr=1.00"
1788859989.585,UAVStateChanged,uav_1,"role=Scout, x=10.3, y=-21.5, z=8.0"
1788859989.585,UAVStateChanged,uav_2,"role=Relay, x=-20.7, y=-0.1, z=12.9"
1788859989.585,UAVStateChanged,uav_3,"role=Designator, x=10.2, y=20.3, z=17.0"
1788859989.585,RadioObservation,1->2,"condition=NORMAL, rssi=-52.235, snr=67.765, pdr=1.00"
1788859989.585,RadioObservation,1->3,"condition=NORMAL, rssi=-56.114, snr=63.886, pdr=1.00"
1788859989.585,RadioObservation,2->1,"condition=DEGRADED, rssi=-52.235, snr=67.765, pdr=0.83"
1788859989.585,RadioObservation,2->3,"condition=DEGRADED, rssi=-52.140, snr=67.860, pdr=0.80"
1788859989.585,RadioObservation,3->1,"condition=NORMAL, rssi=-56.114, snr=63.886, pdr=1.00"
1788859989.585,RadioObservation,3->2,"condition=NORMAL, rssi=-52.140, snr=67.860, pdr=1.00"
1788859990.693,UAVStateChanged,uav_1,"role=Scout, x=12.5, y=-25.5, z=8.0"
1788859990.693,UAVStateChanged,uav_2,"role=Relay, x=-25.1, y=-0.0, z=12.9"
1788859990.693,UAVStateChanged,uav_3,"role=Designator, x=12.2, y=24.4, z=17.0"
1788859990.693,RadioObservation,1->2,"condition=NORMAL, rssi=-53.475, snr=66.525, pdr=1.00"
1788859990.693,RadioObservation,1->3,"condition=NORMAL, rssi=-57.034, snr=62.966, pdr=1.00"
1788859990.693,RadioObservation,2->1,"condition=DEGRADED, rssi=-53.475, snr=66.525, pdr=0.83"
1788859990.693,RadioObservation,2->3,"condition=DEGRADED, rssi=-53.381, snr=66.619, pdr=0.80"
1788859990.693,RadioObservation,3->1,"condition=NORMAL, rssi=-57.034, snr=62.966, pdr=1.00"
1788859990.693,RadioObservation,3->2,"condition=NORMAL, rssi=-53.381, snr=66.619, pdr=1.00"
1788859991.739,UAVStateChanged,uav_1,"role=Scout, x=14.7, y=-29.5, z=8.0"
1788859991.739,UAVStateChanged,uav_2,"role=Relay, x=-29.7, y=0.0, z=12.9"
1788859991.739,UAVStateChanged,uav_3,"role=Designator, x=14.3, y=28.5, z=17.1"
1788859991.739,RadioObservation,1->2,"condition=NORMAL, rssi=-54.739, snr=65.261, pdr=1.00"
1788859991.739,RadioObservation,1->3,"condition=DEGRADED, rssi=-57.979, snr=62.021, pdr=0.80"
1788859991.739,RadioObservation,1->2,"condition=DEGRADED, rssi=-54.739, snr=65.261, pdr=0.83"
1788859991.739,RadioObservation,2->1,"condition=DEGRADED, rssi=-54.739, snr=65.261, pdr=0.83"
1788859991.739,RadioObservation,2->3,"condition=DEGRADED, rssi=-54.651, snr=65.349, pdr=0.60"
1788859991.739,RadioObservation,2->1,"condition=NORMAL, rssi=-54.739, snr=65.261, pdr=0.86"
1788859991.739,RadioObservation,1->3,"condition=DEGRADED, rssi=-57.979, snr=62.021, pdr=0.80"
1788859991.739,RadioObservation,3->1,"condition=NORMAL, rssi=-57.979, snr=62.021, pdr=1.00"
1788859991.739,RadioObservation,3->2,"condition=NORMAL, rssi=-54.651, snr=65.349, pdr=1.00"
1788859992.779,UAVStateChanged,uav_1,"role=Scout, x=16.8, y=-33.5, z=8.0"
1788859992.779,UAVStateChanged,uav_2,"role=Relay, x=-35.3, y=0.0, z=12.9"
1788859992.779,UAVStateChanged,uav_3,"role=Designator, x=16.3, y=32.5, z=17.2"
1788859992.779,RadioObservation,1->2,"condition=DEGRADED, rssi=-55.886, snr=64.114, pdr=0.83"
1788859992.779,RadioObservation,1->3,"condition=DEGRADED, rssi=-58.876, snr=61.124, pdr=0.83"
1788859992.779,RadioObservation,2->1,"condition=NORMAL, rssi=-55.886, snr=64.114, pdr=1.00"
1788859992.779,RadioObservation,2->3,"condition=DEGRADED, rssi=-55.779, snr=64.221, pdr=0.80"
1788859992.779,RadioObservation,3->1,"condition=NORMAL, rssi=-58.876, snr=61.124, pdr=1.00"
1788859992.779,RadioObservation,3->2,"condition=NORMAL, rssi=-55.779, snr=64.221, pdr=1.00"
1788859993.847,UAVStateChanged,uav_1,"role=Scout, x=18.9, y=-37.4, z=8.0"
1788859993.847,UAVStateChanged,uav_2,"role=Relay, x=-39.4, y=0.0, z=12.9"
1788859993.847,UAVStateChanged,uav_3,"role=Designator, x=18.8, y=37.6, z=17.3"
1788859993.847,RadioObservation,1->2,"condition=DEGRADED, rssi=-56.789, snr=63.211, pdr=0.83"
1788859993.847,RadioObservation,1->3,"condition=DEGRADED, rssi=-59.669, snr=60.331, pdr=0.83"
1788859993.847,RadioObservation,2->1,"condition=NORMAL, rssi=-56.789, snr=63.211, pdr=1.00"
1788859993.847,RadioObservation,2->3,"condition=DEGRADED, rssi=-56.707, snr=63.293, pdr=0.80"
1788859993.847,RadioObservation,3->1,"condition=NORMAL, rssi=-59.669, snr=60.331, pdr=1.00"
1788859993.847,RadioObservation,3->2,"condition=NORMAL, rssi=-56.707, snr=63.293, pdr=1.00"
1788859994.917,UAVStateChanged,uav_1,"role=Scout, x=21.4, y=-42.5, z=8.0"
1788859994.917,UAVStateChanged,uav_2,"role=Relay, x=-43.0, y=0.0, z=12.9"
1788859994.917,UAVStateChanged,uav_3,"role=Designator, x=20.8, y=41.7, z=17.3"
1788859994.917,RadioObservation,1->2,"condition=DEGRADED, rssi=-57.627, snr=62.373, pdr=0.67"
1788859994.917,RadioObservation,1->3,"condition=DEGRADED, rssi=-60.445, snr=59.555, pdr=0.83"
1788859994.917,RadioObservation,3->2,"condition=NORMAL, rssi=-57.547, snr=62.453, pdr=1.00"
1788859994.917,RadioObservation,1->3,"condition=NORMAL, rssi=-60.445, snr=59.555, pdr=0.86"
1788859994.917,RadioObservation,2->1,"condition=DEGRADED, rssi=-57.627, snr=62.373, pdr=0.83"
1788859994.917,RadioObservation,2->3,"condition=DEGRADED, rssi=-57.547, snr=62.453, pdr=0.80"
1788859994.917,RadioObservation,3->1,"condition=DEGRADED, rssi=-60.445, snr=59.555, pdr=0.80"
1788859994.917,RadioObservation,2->3,"condition=DEGRADED, rssi=-57.547, snr=62.453, pdr=0.80"
1788859994.917,RadioObservation,3->1,"condition=DEGRADED, rssi=-60.445, snr=59.555, pdr=0.80"
1788859994.917,RadioObservation,3->2,"condition=NORMAL, rssi=-57.547, snr=62.453, pdr=1.00"
1788859994.917,RadioObservation,1->2,"condition=DEGRADED, rssi=-57.989, snr=62.011, pdr=0.60"
1788859994.917,RadioObservation,1->3,"condition=NORMAL, rssi=-60.793, snr=59.207, pdr=1.00"
1788859994.917,RadioObservation,2->1,"condition=DEGRADED, rssi=-57.989, snr=62.011, pdr=0.80"
