time,event_type,entity_id,details
1788859438.401,RadioObservation,3->1,"condition=DEGRADED, rssi=-46.377, snr=73.623, pdr=0.75"
1788859438.401,RadioObservation,3->2,"condition=NORMAL, rssi=-39.303, snr=80.697, pdr=1.00"
1788859438.401,RadioObservation,2->1,"condition=NORMAL, rssi=-39.303, snr=80.697, pdr=1.00"
1788859438.401,RadioObservation,3->2,"condition=NORMAL, rssi=-39.303, snr=80.697, pdr=1.00"
1788859439.603,UAVStateChanged,uav_1,"role=Scout, x=0.0, y=0.0, z=0.0"
1788859439.603,UAVStateChanged,uav_2,"role=Relay, x=0.0, y=0.0, z=0.0"
1788859439.603,UAVStateChanged,uav_3,"role=Designator, x=0.0, y=0.0, z=0.0"
1788859439.603,RadioObservation,1->2,"condition=DEGRADED, rssi=-39.308, snr=80.692, pdr=0.80"
1788859439.603,RadioObservation,1->3,"condition=NORMAL, rssi=-46.375, snr=73.625, pdr=1.00"
1788859439.603,RadioObservation,2->1,"condition=NORMAL, rssi=-39.308, snr=80.692, pdr=1.00"
1788859439.603,RadioObservation,2->3,"condition=NORMAL, rssi=-39.293, snr=80.707, pdr=1.00"
1788859439.603,RadioObservation,3->1,"condition=DEGRADED, rssi=-46.375, snr=73.625, pdr=0.80"
1788859439.603,RadioObservation,3->2,"condition=NORMAL, rssi=-39.293, snr=80.707, pdr=1.00"
1788859440.752,UAVStateChanged,uav_1,"role=Scout, x=0.0, y=0.0, z=0.0"
1788859440.752,UAVStateChanged,uav_2,"role=Relay, x=0.0, y=0.0, z=0.0"
1788859440.752,UAVStateChanged,uav_3,"role=Designator, x=0.0, y=0.0, z=0.0"
1788859440.752,RadioObservation,1->2,"condition=DEGRADED, rssi=-39.303, snr=80.697, pdr=0.80"
1788859440.752,RadioObservation,1->3,"condition=NORMAL, rssi=-46.372, snr=73.628, pdr=1.00"
1788859440.752,RadioObservation,2->1,"condition=NORMAL, rssi=-39.303, snr=80.697, pdr=1.00"
1788859440.752,RadioObservation,2->3,"condition=DEGRADED, rssi=-39.293, snr=80.707, pdr=0.80"
1788859440.752,RadioObservation,2->1,"condition=NORMAL, rssi=-39.303, snr=80.697, pdr=1.00"
1788859440.752,RadioObservation,1->3,"condition=NORMAL, rssi=-46.372, snr=73.628, pdr=1.00"
1788859440.752,RadioObservation,3->1,"condition=DEGRADED, rssi=-46.372, snr=73.628, pdr=0.80"
1788859440.752,RadioObservation,3->2,"condition=NORMAL, rssi=-39.293, snr=80.707, pdr=1.00"
1788859441.830,UAVStateChanged,uav_1,"role=Scout, x=0.0, y=0.0, z=0.0"
1788859441.830,UAVStateChanged,uav_2,"role=Relay, x=0.0, y=0.0, z=0.0"
1788859441.830,UAVStateChanged,uav_3,"role=Designator, x=0.0, y=0.0, z=0.0"
1788859441.830,RadioObservation,1->2,"condition=DEGRADED, rssi=-39.303, snr=80.697, pdr=0.80"
1788859441.830,RadioObservation,1->3,"condition=DEGRADED, rssi=-46.372, snr=73.628, pdr=0.83"
1788859441.830,TaskCreated,T001,RELAY created for target_1
1788859441.830,RadioObservation,1->3,"condition=NORMAL, rssi=-46.372, snr=73.628, pdr=0.86"
1788859441.830,RadioObservation,2->1,"condition=NORMAL, rssi=-39.303, snr=80.697, pdr=1.00"
1788859441.830,RadioObservation,2->3,"condition=DEGRADED, rssi=-39.293, snr=80.707, pdr=0.80"
1788859441.830,RadioObservation,3->1,"condition=DEGRADED, rssi=-46.372, snr=73.628, pdr=0.80"
1788859441.830,RadioObservation,3->2,"condition=NORMAL, rssi=-39.293, snr=80.707, pdr=1.00"
1788859442.984,UAVStateChanged,uav_1,"role=Scout, x=0.0, y=0.0, z=0.0"
1788859442.984,UAVStateChanged,uav_2,"role=Relay, x=0.0, y=0.0, z=0.0"
1788859442.984,UAVStateChanged,uav_3,"role=Designator, x=0.0, y=0.0, z=0.0"
1788859442.984,RadioObservation,1->2,"condition=DEGRADED, rssi=-39.317, snr=80.683, pdr=0.80"
1788859442.984,RadioObservation,1->3,"condition=NORMAL, rssi=-46.391, snr=73.609, pdr=0.86"
1788859442.984,RadioObservation,2->1,"condition=NORMAL, rssi=-39.317, snr=80.683, pdr=1.00"
1788859442.984,RadioObservation,2->3,"condition=DEGRADED, rssi=-39.317, snr=80.683, pdr=0.80"
1788859442.984,RadioObservation,3->1,"condition=DEGRADED, rssi=-46.391, snr=73.609, pdr=0.80"
1788859442.984,RadioObservation,3->2,"condition=NORMAL, rssi=-39.317, snr=80.683, pdr=1.00"
1788859444.882,UAVStateChanged,uav_1,"role=Scout, x=0.0, y=0.0, z=0.0"
1788859444.882,UAVStateChanged,uav_2,"role=Relay, x=0.0, y=0.0, z=0.0"
1788859444.882,UAVStateChanged,uav_3,"role=Designator, x=0.0, y=0.0, z=0.0"
1788859444.882,RadioObservation,1->2,"condition=DEGRADED, rssi=-39.303, snr=80.697, pdr=0.80"
1788859444.882,RadioObservation,1->3,"condition=NORMAL, rssi=-46.372, snr=73.628, pdr=0.86"
1788859444.882,RadioObservation,2->1,"condition=NORMAL, rssi=-39.303, snr=80.697, pdr=1.00"
1788859444.882,RadioObservation,2->3,"condition=DEGRADED, rssi=-39.293, snr=80.707, pdr=0.80"
1788859444.882,RadioObservation,3->1,"condition=NORMAL, rssi=-46.372, snr=73.628, pdr=1.00"
1788859444.882,RadioObservation,3->2,"condition=NORMAL, rssi=-39.293, snr=80.707, pdr=1.00"
1788859446.110,UAVStateChanged,uav_1,"role=Scout, x=0.0, y=0.0, z=0.0"
1788859446.110,UAVStateChanged,uav_2,"role=Relay, x=0.0, y=0.0, z=0.0"
1788859446.110,UAVStateChanged,uav_3,"role=Designator, x=0.0, y=0.0, z=0.0"
1788859446.110,RadioObservation,1->2,"condition=DEGRADED, rssi=-39.303, snr=80.697, pdr=0.80"
1788859446.110,RadioObservation,1->3,"condition=NORMAL, rssi=-46.375, snr=73.625, pdr=0.86"
1788859446.110,RadioObservation,2->1,"condition=NORMAL, rssi=-39.303, snr=80.697, pdr=1.00"
1788859446.110,RadioObservation,2->3,"condition=DEGRADED, rssi=-39.298, snr=80.702, pdr=0.80"
1788859446.110,RadioObservation,3->1,"condition=NORMAL, rssi=-46.375, snr=73.625, pdr=1.00"
1788859446.110,RadioObservation,3->2,"condition=NORMAL, rssi=-39.298, snr=80.702, pdr=1.00"
1788859447.369,UAVStateChanged,uav_1,"role=Scout, x=0.0, y=0.0, z=0.0"
1788859447.369,UAVStateChanged,uav_2,"role=Relay, x=0.0, y=0.0, z=0.0"
1788859447.369,UAVStateChanged,uav_3,"role=Designator, x=0.0, y=0.0, z=0.0"
1788859447.369,RadioObservation,1->2,"condition=DEGRADED, rssi=-39.303, snr=80.697, pdr=0.80"
1788859447.369,RadioObservation,1->3,"condition=NORMAL, rssi=-46.375, snr=73.625, pdr=0.86"
1788859447.369,RadioObservation,2->1,"condition=DEGRADED, rssi=-39.303, snr=80.697, pdr=0.80"
1788859447.369,RadioObservation,2->3,"condition=NORMAL, rssi=-39.298, snr=80.702, pdr=1.00"
1788859447.369,RadioObservation,3->1,"condition=NORMAL, rssi=-46.375, snr=73.625, pdr=1.00"
1788859447.369,RadioObservation,2->3,"condition=NORMAL, rssi=-39.298, snr=80.702, pdr=1.00"
1788859447.369,RadioObservation,3->1,"condition=NORMAL, rssi=-46.375, snr=73.625, pdr=1.00"
1788859447.369,RadioObservation,3->2,"condition=NORMAL, rssi=-39.298, snr=80.702, pdr=1.00"
1788859447.369,RadioObservation,1->2,"condition=NORMAL, rssi=-39.303, snr=80.697, pdr=1.00"
1788859447.369,RadioObservation,1->3,"condition=NORMAL, rssi=-46.377, snr=73.623, pdr=1.00"
1788859447.369,RadioObservation,2->1,"condition=DEGRADED, rssi=-39.303, snr=80.697, pdr=0.80"
1788859447.369,RadioObservation,2->3,"condition=NORMAL, rssi=-39.303, snr=80.697, pdr=1.00"
1788859447.369,RadioObservation,3->1,"condition=DEGRADED, rssi=-46.377, snr=73.623, pdr=0.83"
1788859447.369,RadioObservation,3->2,"condition=NORMAL, rssi=-39.303, snr=80.697, pdr=1.00"
1788859447.369,RadioObservation,2->1,"condition=DEGRADED, rssi=-39.303, snr=80.697, pdr=0.80"
1788859447.369,RadioObservation,3->2,"condition=NORMAL, rssi=-39.303, snr=80.697, pdr=1.00"
1788859448.874,UAVStateChanged,uav_1,"role=Scout, x=0.0, y=0.0, z=0.0"
1788859448.874,UAVStateChanged,uav_2,"role=Relay, x=0.0, y=0.0, z=0.0"
1788859448.874,UAVStateChanged,uav_3,"role=Designator, x=0.0, y=0.0, z=0.0"
1788859448.874,RadioObservation,1->2,"condition=NORMAL, rssi=-39.317, snr=80.683, pdr=1.00"
1788859448.874,RadioObservation,1->3,"condition=NORMAL, rssi=-46.391, snr=73.609, pdr=1.00"
1788859448.874,RadioObservation,2->1,"condition=DEGRADED, rssi=-39.317, snr=80.683, pdr=0.67"
1788859448.874,RadioObservation,2->3,"condition=NORMAL, rssi=-39.317, snr=80.683, pdr=1.00"
1788859448.874,RadioObservation,3->1,"condition=DEGRADED, rssi=-46.391, snr=73.609, pdr=0.83"
1788859448.874,RadioObservation,2->3,"condition=NORMAL, rssi=-39.317, snr=80.683, pdr=1.00"
1788859448.874,RadioObservation,3->1,"condition=DEGRADED, rssi=-46.391, snr=73.609, pdr=0.83"
1788859448.874,RadioObservation,3->2,"condition=NORMAL, rssi=-39.317, snr=80.683, pdr=1.00"
1788859450.205,UAVStateChanged,uav_1,"role=Scout, x=0.0, y=0.0, z=0.0"
1788859450.205,UAVStateChanged,uav_2,"role=Relay, x=0.0, y=0.0, z=0.0"
1788859450.205,UAVStateChanged,uav_3,"role=Designator, x=0.0, y=0.0, z=0.0"
1788859450.205,RadioObservation,1->2,"condition=NORMAL, rssi=-39.303, snr=80.697, pdr=1.00"
1788859450.205,RadioObservation,1->3,"condition=NORMAL, rssi=-46.380, snr=73.620, pdr=1.00"
1788859450.205,RadioObservation,2->1,"condition=DEGRADED, rssi=-39.303, snr=80.697, pdr=0.40"
1788859450.205,RadioObservation,2->3,"condition=DEGRADED, rssi=-39.308, snr=80.692, pdr=0.83"
1788859450.205,RadioObservation,2->3,"condition=NORMAL, rssi=-39.308, snr=80.692, pdr=0.86"
1788859450.205,RadioObservation,3->1,"condition=DEGRADED, rssi=-46.380, snr=73.620, pdr=0.83"
1788859450.205,RadioObservation,3->2,"condition=NORMAL, rssi=-39.308, snr=80.692, pdr=1.00"
1788859451.556,UAVStateChanged,uav_1,"role=Scout, x=0.0, y=0.0, z=0.0"
1788859451.556,UAVStateChanged,uav_2,"role=Relay, x=0.0, y=0.0, z=0.0"
1788859451.556,UAVStateChanged,uav_3,"role=Designator, x=0.0, y=0.0, z=0.0"
1788859451.556,RadioObservation,1->2,"condition=NORMAL, rssi=-39.303, snr=80.697, pdr=1.00"
1788859451.556,RadioObservation,1->3,"condition=NORMAL, rssi=-46.382, snr=73.618, pdr=1.00"
1788859451.556,RadioObservation,2->1,"condition=DEGRADED, rssi=-39.303, snr=80.697, pdr=0.60"
1788859451.556,RadioObservation,2->3,"condition=DEGRADED, rssi=-39.313, snr=80.687, pdr=0.71"
1788859451.556,RadioObservation,2->1,"condition=DEGRADED, rssi=-39.303, snr=80.697, pdr=0.67"
1788859451.556,RadioObservation,1->3,"condition=NORMAL, rssi=-46.382, snr=73.618, pdr=1.00"
1788859451.556,RadioObservation,3->1,"condition=DEGRADED, rssi=-46.382, snr=73.618, pdr=0.60"
1788859451.556,RadioObservation,3->2,"condition=NORMAL, rssi=-39.313, snr=80.687, pdr=1.00"
1788859451.556,RadioObservation,2->1,"condition=DEGRADED, rssi=-39.303, snr=80.697, pdr=0.71"
1788859451.556,RadioObservation,3->2,"condition=NORMAL, rssi=-39.313, snr=80.687, pdr=1.00"
1788859452.727,UAVStateChanged,uav_1,"role=Scout, x=0.0, y=0.0, z=0.0"
1788859452.727,UAVStateChanged,uav_2,"role=Relay, x=0.0, y=0.0, z=0.0"
1788859452.727,UAVStateChanged,uav_3,"role=Designator, x=0.0, y=0.0, z=0.0"
1788859452.727,RadioObservation,1->2,"condition=NORMAL, rssi=-39.308, snr=80.692, pdr=1.00"
1788859452.727,RadioObservation,1->3,"condition=NORMAL, rssi=-46.380, snr=73.620, pdr=1.00"
1788859452.727,RadioObservation,2->1,"condition=DEGRADED, rssi=-39.308, snr=80.692, pdr=0.71"
1788859452.727,RadioObservation,2->3,"condition=DEGRADED, rssi=-39.303, snr=80.697, pdr=0.67"
1788859452.727,RadioObservation,3->1,"condition=DEGRADED, rssi=-46.380, snr=73.620, pdr=0.80"
1788859452.727,RadioObservation,3->2,"condition=NORMAL, rssi=-39.303, snr=80.697, pdr=1.00"
1788859452.727,RadioObservation,1->2,"condition=NORMAL, rssi=-39.303, snr=80.697, pdr=1.00"
1788859452.727,RadioObservation,1->3,"condition=NORMAL, rssi=-46.375, snr=73.625, pdr=1.00"
1788859452.727,RadioObservation,2->1,"condition=DEGRADED, rssi=-39.303, snr=80.697, pdr=0.83"
1788859452.727,RadioObservation,2->3,"condition=DEGRADED, rssi=-39.298, snr=80.702, pdr=0.67"
1788859452.727,RadioObservation,3->1,"condition=DEGRADED, rssi=-46.375, snr=73.625, pdr=0.80"
1788859452.727,RadioObservation,3->2,"condition=NORMAL, rssi=-39.298, snr=80.702, pdr=1.00"
1788859454.001,UAVStateChanged,uav_1,"role=Scout, x=0.0, y=0.0, z=0.0"
1788859454.001,UAVStateChanged,uav_2,"role=Relay, x=0.0, y=0.0, z=0.0"
1788859454.001,UAVStateChanged,uav_3,"role=Designator, x=0.0, y=0.0, z=0.0"
1788859454.001,RadioObservation,1->2,"condition=NORMAL, rssi=-39.298, snr=80.702, pdr=1.00"
1788859454.001,RadioObservation,1->3,"condition=DEGRADED, rssi=-46.369, snr=73.631, pdr=0.83"
1788859454.001,RadioObservation,1->2,"condition=NORMAL, rssi=-39.298, snr=80.702, pdr=1.00"
1788859454.001,RadioObservation,2->3,"condition=DEGRADED, rssi=-39.293, snr=80.707, pdr=0.67"
1788859454.001,RadioObservation,2->1,"condition=NORMAL, rssi=-39.298, snr=80.702, pdr=1.00"
1788859454.001,RadioObservation,2->3,"condition=DEGRADED, rssi=-39.293, snr=80.707, pdr=0.80"
1788859454.001,RadioObservation,3->1,"condition=DEGRADED, rssi=-46.369, snr=73.631, pdr=0.75"
1788859454.001,RadioObservation,3->2,"condition=NORMAL, rssi=-39.293, snr=80.707, pdr=1.00"
1788859455.109,UAVStateChanged,uav_1,"role=Scout, x=0.0, y=0.0, z=0.0"
1788859455.109,UAVStateChanged,uav_2,"role=Relay, x=0.0, y=0.0, z=0.0"
1788859455.109,UAVStateChanged,uav_3,"role=Designator, x=0.0, y=0.0, z=0.0"
1788859455.109,RadioObservation,1->2,"condition=NORMAL, rssi=-39.298, snr=80.702, pdr=1.00"
1788859455.109,RadioObservation,1->3,"condition=DEGRADED, rssi=-46.367, snr=73.633, pdr=0.80"
1788859455.109,RadioObservation,2->1,"condition=NORMAL, rssi=-39.298, snr=80.702, pdr=1.00"
1788859455.109,RadioObservation,2->3,"condition=NORMAL, rssi=-39.288, snr=80.712, pdr=1.00"
1788859455.109,RadioObservation,3->1,"condition=DEGRADED, rssi=-46.367, snr=73.633, pdr=0.80"
1788859455.109,RadioObservation,3->2,"condition=NORMAL, rssi=-39.288, snr=80.712, pdr=1.00"
1788859456.500,UAVStateChanged,uav_1,"role=Scout, x=0.0, y=0.0, z=0.0"
1788859456.500,UAVStateChanged,uav_2,"role=Relay, x=0.0, y=0.0, z=0.0"
1788859456.500,UAVStateChanged,uav_3,"role=Designator, x=0.0, y=0.0, z=0.0"
1788859456.500,RadioObservation,1->2,"condition=NORMAL, rssi=-39.303, snr=80.697, pdr=1.00"
1788859456.500,RadioObservation,1->3,"condition=DEGRADED, rssi=-46.364, snr=73.636, pdr=0.80"
1788859456.500,RadioObservation,2->1,"condition=NORMAL, rssi=-39.303, snr=80.697, pdr=1.00"
1788859456.500,RadioObservation,2->3,"condition=NORMAL, rssi=-39.277, snr=80.723, pdr=1.00"
1788859456.500,RadioObservation,3->1,"condition=NORMAL, rssi=-46.364, snr=73.636, pdr=1.00"
1788859456.500,RadioObservation,3->2,"condition=NORMAL, rssi=-39.277, snr=80.723, pdr=1.00"
1788859457.638,UAVStateChanged,uav_1,"role=Scout, x=0.0, y=0.0, z=0.0"
1788859457.638,UAVStateChanged,uav_2,"role=Relay, x=0.0, y=0.0, z=0.0"
1788859457.638,UAVStateChanged,uav_3,"role=Designator, x=0.0, y=0.0, z=0.0"
1788859457.638,RadioObservation,1->2,"condition=NORMAL, rssi=-39.303, snr=80.697, pdr=1.00"
1788859457.638,RadioObservation,1->3,"condition=DEGRADED, rssi=-46.364, snr=73.636, pdr=0.80"
1788859457.638,RadioObservation,2->1,"condition=NORMAL, rssi=-39.303, snr=80.697, pdr=1.00"
1788859457.638,RadioObservation,2->3,"condition=NORMAL, rssi=-39.277, snr=80.723, pdr=1.00"
1788859457.638,RadioObservation,3->1,"condition=NORMAL, rssi=-46.364, snr=73.636, pdr=1.00"
1788859457.638,RadioObservation,3->2,"condition=NORMAL, rssi=-39.277, snr=80.723, pdr=1.00"
1788859458.766,UAVStateChanged,uav_1,"role=Scout, x=0.0, y=0.0, z=0.0"
1788859458.766,UAVStateChanged,uav_2,"role=Relay, x=0.0, y=0.0, z=0.0"
1788859458.766,UAVStateChanged,uav_3,"role=Designator, x=0.0, y=0.0, z=0.0"
1788859458.766,RadioObservation,1->2,"condition=NORMAL, rssi=-39.303, snr=80.697, pdr=1.00"
1788859458.766,RadioObservation,1->3,"condition=DEGRADED, rssi=-46.364, snr=73.636, pdr=0.80"
1788859458.766,RadioObservation,2->1,"condition=NORMAL, rssi=-39.303, snr=80.697, pdr=1.00"
1788859458.766,RadioObservation,2->3,"condition=NORMAL, rssi=-39.277, snr=80.723, pdr=1.00"
1788859458.766,RadioObservation,3->1,"condition=NORMAL, rssi=-46.364, snr=73.636, pdr=1.00"
1788859458.766,RadioObservation,3->2,"condition=NORMAL, rssi=-39.277, snr=80.723, pdr=1.00"
1788859459.893,UAVStateChanged,uav_1,"role=Scout, x=0.0, y=0.0, z=0.0"
1788859459.893,UAVStateChanged,uav_2,"role=Relay, x=0.0, y=0.0, z=0.0"
1788859459.893,UAVStateChanged,uav_3,"role=Designator, x=0.0, y=0.0, z=0.0"
1788859459.893,RadioObservation,1->2,"condition=NORMAL, rssi=-39.303, snr=80.697, pdr=1.00"
1788859459.893,RadioObservation,1->3,"condition=NORMAL, rssi=-46.364, snr=73.636, pdr=1.00"
1788859459.893,RadioObservation,2->1,"condition=NORMAL, rssi=-39.303, snr=80.697, pdr=1.00"
1788859459.893,RadioObservation,2->3,"condition=NORMAL, rssi=-39.277, snr=80.723, pdr=1.00"
1788859459.893,RadioObservation,3->1,"condition=NORMAL, rssi=-46.364, snr=73.636, pdr=1.00"
1788859459.893,RadioObservation,3->2,"condition=NORMAL, rssi=-39.277, snr=80.723, pdr=1.00"
1788859459.893,RadioObservation,1->2,"condition=NORMAL, rssi=-39.288, snr=80.712, pdr=1.00"
1788859459.893,RadioObservation,1->3,"condition=NORMAL, rssi=-46.362, snr=73.638, pdr=1.00"
1788859459.893,RadioObservation,2->1,"condition=NORMAL, rssi=-39.288, snr=80.712, pdr=1.00"
1788859459.893,RadioObservation,2->3,"condition=NORMAL, rssi=-39.288, snr=80.712, pdr=1.00"
1788859459.893,RadioObservation,3->1,"condition=NORMAL, rssi=-46.362, snr=73.638, pdr=1.00"
1788859459.893,RadioObservation,3->2,"condition=NORMAL, rssi=-39.288, snr=80.712, pdr=1.00"
1788859460.981,UAVStateChanged,uav_1,"role=Scout, x=0.0, y=0.0, z=0.0"
1788859460.981,UAVStateChanged,uav_2,"role=Relay, x=0.0, y=0.0, z=0.0"
1788859460.981,UAVStateChanged,uav_3,"role=Designator, x=0.0, y=0.0, z=0.0"
1788859460.981,RadioObservation,1->2,"condition=NORMAL, rssi=-39.288, snr=80.712, pdr=1.00"
1788859460.981,RadioObservation,1->3,"condition=NORMAL, rssi=-46.362, snr=73.638, pdr=1.00"
1788859460.981,RadioObservation,2->1,"condition=NORMAL, rssi=-39.288, snr=80.712, pdr=1.00"
1788859460.981,RadioObservation,2->3,"condition=DEGRADED, rssi=-39.288, snr=80.712, pdr=0.80"
1788859460.981,RadioObservation,2->1,"condition=NORMAL, rssi=-39.288, snr=80.712, pdr=1.00"
1788859460.981,RadioObservation,1->3,"condition=DEGRADED, rssi=-46.362, snr=73.638, pdr=0.83"
1788859460.981,RadioObservation,3->1,"condition=DEGRADED, rssi=-46.362, snr=73.638, pdr=0.80"
1788859460.981,RadioObservation,3->2,"condition=DEGRADED, rssi=-39.288, snr=80.712, pdr=0.80"
1788859460.981,RadioObservation,3->2,"condition=DEGRADED, rssi=-39.288, snr=80.712, pdr=0.67"
1788859460.981,RadioObservation,3->1,"condition=DEGRADED, rssi=-46.362, snr=73.638, pdr=0.83"
1788859460.981,RadioObservation,1->2,"condition=NORMAL, rssi=-39.288, snr=80.712, pdr=1.00"
1788859462.164,UAVStateChanged,uav_1,"role=Scout, x=0.0, y=0.0, z=0.0"
1788859462.164,UAVStateChanged,uav_2,"role=Relay, x=0.0, y=0.0, z=0.0"
1788859462.164,UAVStateChanged,uav_3,"role=Designator, x=0.0, y=0.0, z=0.0"
1788859462.164,RadioObservation,1->2,"condition=NORMAL, rssi=-39.293, snr=80.707, pdr=1.00"
1788859462.164,RadioObservation,1->3,"condition=DEGRADED, rssi=-46.359, snr=73.641, pdr=0.83"
1788859462.164,RadioObservation,2->1,"condition=NORMAL, rssi=-39.293, snr=80.707, pdr=1.00"
1788859462.164,RadioObservation,2->3,"condition=DEGRADED, rssi=-39.277, snr=80.723, pdr=0.80"
1788859462.164,RadioObservation,3->1,"condition=DEGRADED, rssi=-46.359, snr=73.641, pdr=0.83"
1788859462.164,RadioObservation,3->2,"condition=DEGRADED, rssi=-39.277, snr=80.723, pdr=0.67"
1788859463.204,UAVStateChanged,uav_1,"role=Scout, x=0.0, y=0.0, z=0.0"
1788859463.204,UAVStateChanged,uav_2,"role=Relay, x=0.0, y=0.0, z=0.0"
1788859463.204,UAVStateChanged,uav_3,"role=Designator, x=0.0, y=0.0, z=0.0"
1788859463.204,RadioObservation,1->2,"condition=NORMAL, rssi=-39.288, snr=80.712, pdr=1.00"
1788859463.204,RadioObservation,1->3,"condition=DEGRADED, rssi=-46.357, snr=73.643, pdr=0.83"
1788859463.204,RadioObservation,2->1,"condition=NORMAL, rssi=-39.288, snr=80.712, pdr=1.00"
1788859463.204,RadioObservation,2->3,"condition=DEGRADED, rssi=-39.277, snr=80.723, pdr=0.80"
1788859463.204,RadioObservation,3->1,"condition=DEGRADED, rssi=-46.357, snr=73.643, pdr=0.83"
1788859463.204,RadioObservation,3->2,"condition=DEGRADED, rssi=-39.277, snr=80.723, pdr=0.67"
1788859464.242,UAVStateChanged,uav_1,"role=Scout, x=0.0, y=0.0, z=0.0"
1788859464.242,UAVStateChanged,uav_2,"role=Relay, x=0.0, y=0.0, z=0.0"
1788859464.242,UAVStateChanged,uav_3,"role=Designator, x=0.0, y=0.0, z=0.0"
1788859464.242,RadioObservation,1->2,"condition=NORMAL, rssi=-39.288, snr=80.712, pdr=1.00"
1788859464.242,RadioObservation,1->3,"condition=DEGRADED, rssi=-46.357, snr=73.643, pdr=0.67"
1788859464.242,RadioObservation,1->2,"condition=NORMAL, rssi=-39.288, snr=80.712, pdr=1.00"
1788859464.242,RadioObservation,2->3,"condition=DEGRADED, rssi=-39.277, snr=80.723, pdr=0.80"
1788859464.242,RadioObservation,2->1,"condition=NORMAL, rssi=-39.288, snr=80.712, pdr=1.00"
1788859464.242,RadioObservation,2->3,"condition=DEGRADED, rssi=-39.277, snr=80.723, pdr=0.80"
1788859464.242,RadioObservation,3->1,"condition=DEGRADED, rssi=-46.357, snr=73.643, pdr=0.80"
